-0.0249084	-0.00726674	0.657542	-0.231771	2.71634	-0.240346	589.819
-0.0193269	-0.00342538	0.656329	-0.298198	2.86194	0.360631	589.824
-0.0156834	0.000632383	0.679972	-0.290751	2.83272	0.283539	589.829
-0.0215756	-0.00477092	0.691982	0.280636	-2.86764	0.395914	589.834
-0.0195521	0.00257519	0.695135	-0.285078	2.89355	0.219273	589.849
-0.00831823	-0.046772	0.582879	-0.695102	2.16896	-1.41148	589.854
-0.0212079	-0.0270704	0.679679	0.474483	-2.44041	-0.960296	589.859
-0.0220962	-0.00109471	0.695181	-0.282253	3.00109	0.324965	589.864
-0.00929121	-0.0441414	0.598019	-0.673814	2.13678	-1.43994	589.869
-0.0618301	-0.0482524	0.648551	0.280687	-1.58102	1.35911	589.884
-0.0100865	0.00764677	-0.000126378	1.41213	0.775937	0.8342	589.889
-0.00939727	0.00752257	-0.000556632	1.40968	0.781883	0.839395	589.894
-0.0143415	-0.00418873	0.67339	-0.338062	2.77448	-0.00740326	589.909
-0.0242848	0.00399861	0.625636	0.268677	-3.00041	-0.444739	589.924
-0.0267724	-0.000288732	0.650378	-0.278084	3.04974	0.382765	589.929
-0.0248263	0.0107012	0.63806	0.380839	-0.218168	1.70698	589.944
-0.0145655	0.00135777	0.672608	-0.178918	-0.050079	1.77748	589.949
-0.0162739	-0.000896034	0.659814	-0.301816	2.9251	-0.0720508	589.954
-0.0201961	-0.00117061	0.67529	-0.316065	3.29463	-0.367674	589.964
-0.0157903	0.00432211	0.681556	-0.294773	2.99783	0.0728763	589.969
-0.0123175	0.000934484	0.637753	-0.280157	2.85254	0.166781	589.994
-0.014706	0.000697145	0.62408	-0.26281	2.83567	0.218258	589.999
-0.0107909	0.000515028	0.622738	-0.262289	2.7767	-0.0046159	590.004
-0.0124489	0.00191734	0.64285	-0.289246	2.88339	0.172872	590.009
-0.0162673	-0.000458162	0.639333	0.245133	-2.82406	0.501015	590.024
-0.0179822	0.00384061	0.67678	-0.296334	3.24497	-0.501562	590.029
-0.0123563	0.0134241	0.669307	-0.283126	2.81441	0.321653	590.034
-0.0152642	0.00720823	0.647004	0.240688	-2.73727	0.656664	590.049
-0.0165028	0.00547265	0.655418	0.23012	-2.7983	0.604724	590.054
-0.0300215	-0.000363586	0.539725	0.284097	-2.64488	1.08043	590.069
-0.0287464	-0.000708322	0.54182	-0.37231	3.11992	-1.21231	590.074
-0.0188911	0.0152916	0.64976	-0.270219	3.03774	0.405142	590.079
-0.0196972	0.0102839	0.653648	-0.286942	3.03595	0.361421	590.084
-0.0122998	0.00654328	0.643857	-0.00802115	0.469429	1.73594	590.089
-0.0167652	0.02127	0.66544	-0.288317	3.00461	0.438982	590.104
-0.0141411	0.0202654	0.676354	-0.269961	2.95701	0.433279	590.109
-0.0504482	-0.0428087	0.638448	0.106491	-1.55942	1.44646	590.114
-0.0157498	0.0110944	0.664415	0.273016	-2.9022	0.38865	590.119
