22.4798	-16.7002	56.0673	-0.186479	-0.194103	-0.392448
25.9297	-19.5534	63.9246	2.3745	1.70456	-0.221175
24.0707	-18.3885	65.5124	2.34267	1.65705	-0.307285
21.3702	-17.124	64.4027	-2.68805	-1.80695	0.20439
18.1515	-15.7647	63.2039	2.47826	1.66793	-0.246191
18.8709	-16.0547	65.9074	2.49394	1.65795	-0.207157
16.2167	-14.8518	67.4113	-2.64246	-1.73755	0.35453
10.6059	-11.8532	69.6625	2.53221	1.68251	-0.364013
6.85449	-8.65299	70.8191	2.55163	1.62279	-0.580017
4.09603	-6.31663	69.1377	-2.29977	-1.41743	0.864283
1.52131	-5.49751	64.5869	-2.62527	-1.58754	-0.0456531
-4.52193	-1.49198	69.7749	-2.45799	-1.4446	0.604646
-5.26997	-1.85052	71.1355	-2.48598	-1.52459	0.652713
-6.15295	-2.30785	68.4094	2.62209	1.64579	-0.404109
-5.44218	-2.65049	68.4185	-2.40906	-1.52227	0.707131
-6.6605	-2.92208	62.2973	-2.5517	-1.61844	-0.0631945
-6.21222	-4.49259	67.0054	-2.4432	-1.61275	0.742073
-6.55916	-5.75235	66.2385	2.5263	1.73826	-0.463573
-6.44229	-7.54526	59.8337	-2.42302	-1.81757	-0.198918
-7.04597	-8.43706	63.7296	2.35718	1.76709	-0.486722
-7.1273	-10.3295	62.9694	-2.44415	-1.92346	0.237847
-6.90596	-11.1237	63.8091	2.22531	1.8739	-0.611175
-7.26708	-12.8365	61.9521	-2.33938	-1.99435	0.361523
-7.19656	-12.7759	64.1596	2.37646	2.06634	-0.669911
-7.35044	-14.8057	63.3551	2.27425	2.11213	-0.465796
-7.30099	-14.8873	63.7556	2.23168	2.08023	-0.579105
-7.28929	-15.7733	64.1898	2.29404	2.18904	-0.468296
-6.29223	-15.8915	64.8755	-1.98925	-1.99763	0.828682
-6.76506	-16.7586	67.3801	2.19045	2.25026	-0.562454
-6.82561	-16.715	65.1013	2.20723	2.22975	-0.616286
-6.16172	-17.2675	66.1644	-2.05599	-2.16442	0.564537
-6.64482	-17.8397	66.507	2.12	2.22272	-0.320707
-5.30629	-17.8602	66.0166	2.14258	2.29343	-0.481585
-4.31339	-17.7291	63.449	-1.98991	-2.17904	0.330227
-2.6352	-18.5726	66.4844	-1.88636	-2.20546	0.534595
-1.98993	-18.4257	65.3823	-1.89652	-2.30439	0.508168
8.88631	4.34634	-10.1514	1.43905	-1.12282	1.31459
2.2739	-19.3763	64.4046	-1.7547	-2.33262	0.541069
2.71898	-20.0653	65.7087	-1.68157	-2.32885	0.415672
4.07236	-19.5612	60.5311	1.7581	2.50324	0.161803
5.47409	-19.7627	61.9225	1.81095	2.58843	0.267353
7.52206	6.24054	-10.3768	1.61047	-1.00006	1.40331
12.4721	-20.7125	64.7151	-1.50127	-2.56454	0.184463
16.1506	-19.338	61.3427	-1.39613	-2.51803	-0.127992
18.6312	-19.2405	60.694	-1.39031	-2.65798	-0.0703161
21.1091	-19.0585	63.0374	-1.33783	-2.73814	0.183825
22.5409	-18.2956	60.8253	-1.32055	-2.93925	0.170376
26.0903	-17.7775	60.8187	1.26819	2.82774	0.0430672
26.6749	-17.8685	61.6325	-1.24104	-2.82477	0.139467
27.2545	-16.7376	57.8629	1.23487	2.85233	-0.108419
40.1363	-13.2326	61.3418	0.868868	2.8826	-0.0912533
43.6779	-12.0518	61.9853	0.926428	2.99638	-0.0773651
47.3421	-10.657	62.8312	0.892923	2.9356	0.0477884
51.7055	-8.05189	63.1123	0.759787	2.9707	-0.0180151
55.818	-6.43703	64.508	0.670901	2.94826	-0.0211806
59.0125	-4.94883	65.2824	0.620152	2.98227	-0.0902012
64.6426	-1.07105	66.2445	0.565606	2.97308	-0.0479172
70.9942	1.07008	69.1143	0.503099	2.96134	-0.0425468
71.4645	2.5334	67.4521	0.499372	2.9803	-0.00476438
77.1883	3.81625	71.3312	0.466302	2.93891	0.0171665
75.5051	3.65217	69.1172	-0.525416	-3.25908	-0.0256476
78.5715	5.12641	70.8624	0.531462	2.96053	0.044604
3.78975	-10.2272	9.74815	0.122356	2.05143	-0.224223
80.9535	6.45419	70.2377	-0.129412	-0.156565	1.24992
82.5428	7.24656	69.6169	-0.0949209	-0.181623	1.25953
83.2538	8.52068	70.3424	0.465908	2.91728	0.0369284
86.7142	9.79564	72.2919	0.482908	2.92484	0.0579387
88.5571	11.1362	73.0194	0.470813	2.92375	0.0383237
86.4779	10.6538	71.2176	-0.10981	-0.190858	1.2258
88.1731	12.505	72.618	0.477349	2.89736	0.0125084
87.5637	12.7693	71.2194	0.485265	2.92411	0.0112931
90.6333	14.5937	73.485	0.549671	2.94457	0.0652694
89.5193	15.2521	72.1395	0.489982	2.93708	0.0594961
4.38809	-9.9945	9.76895	0.0745328	2.08475	-0.222912
90.5563	18.7543	73.1816	0.532244	2.91445	0.0676935
4.00812	-9.94561	9.98348	0.0975618	2.07473	-0.260499
89.5325	20.5863	71.9569	-0.616503	-3.24751	-0.0585359
86.2397	19.7397	69.1318	0.505827	2.87927	0.0824451
3.70117	-9.81975	10.201	0.10347	2.05994	-0.28828
86.7298	26.9069	70.251	0.554956	2.89576	0.122206
85.0995	29.4127	69.887	0.500278	2.89201	0.0982052
82.7841	31.7618	68.8853	0.524959	2.89217	0.143635
79.7979	38.7742	68.9834	0.583029	2.9362	0.205653
3.91268	-9.04437	10.84	-0.00209476	1.99077	-0.289627
73.5412	44.7409	67.4225	0.589063	2.96463	0.26151
-3.21094	8.74113	-11.2234	2.36985	-0.00819805	1.60232
67.7838	49.5318	66.9326	0.586458	2.98875	0.292602
67.0208	54.1859	68.2387	-0.630862	-3.0701	-0.334157
66.7341	57.8687	70.6386	0.151194	-0.159218	1.15803
-2.37697	8.19249	-11.7104	2.28095	0.00620456	1.67336
63.4889	61.4885	71.5847	0.668494	3.0565	0.334376
60.6965	61.563	70.5981	0.696459	3.08235	0.324399
60.1118	62.6568	71.4405	0.720019	3.07932	0.33138
-0.676374	7.68155	-12.115	2.14295	-0.0805575	1.70695
56.9324	61.8464	70.981	0.74136	3.04284	0.2931
55.0519	59.4342	68.2324	-0.674454	-3.06939	-0.339367
55.2977	60.7821	69.6973	0.682295	3.03652	0.317314
54.518	61.8309	71.0875	0.696959	3.04172	0.288204
0.580426	7.3118	-12.2517	0.689671	-1.47076	-1.36086
53.5641	62.5734	72.6343	0.649305	3.00252	0.24691
47.0583	59.3984	68.2282	0.72145	3.03215	0.343319
-0.997435	-7.13095	12.3054	0.116082	1.66055	-0.527561
43.6794	58.6538	67.2644	-0.700701	-2.99142	-0.283947
-1.75355	-6.66583	12.3415	0.147776	1.6088	-0.565545
39.6499	61.5167	70.2767	0.166838	-0.0480769	1.12474
38.3516	62.3844	71.0155	-0.705954	-2.9426	-0.222683
37.2057	60.8583	69.551	-0.673607	-2.97921	-0.231954
35.7592	60.1789	68.9531	-0.69241	-2.95819	-0.275789
2.29922	6.58604	-12.2442	1.88994	-0.175677	1.83427
34.8733	61.1792	71.5858	0.719583	3.11832	0.229528
-0.922601	-7.16778	12.2038	0.0653145	1.61401	-0.459131
33.2534	57.1972	68.5147	-0.46063	-3.03841	-0.278945
33.8693	57.9875	69.8895	-0.425208	-3.05192	-0.234007
33.7426	58.1154	70.1801	-0.33357	-3.06767	-0.253907
1.42914	-7.5964	11.9905	-0.0795786	1.68701	-0.29031
31.9009	54.6592	67.997	0.211787	3.16713	0.203582
30.8999	55.2709	68.1233	-0.0726421	-3.09911	-0.276117
30.7703	53.614	67.3844	0.065815	3.17123	0.18362
30.4776	54.7836	68.7111	0.0368876	-3.08747	-0.186181
28.8627	52.9584	66.285	0.143515	-0.128054	1.63899
28.7139	54.3658	68.1706	-0.0920529	3.19125	0.224178
27.548	53.8192	67.9047	0.14563	-3.03134	-0.138965
27.2938	54.7793	68.0908	-0.220986	3.18722	0.215596
26.1891	54.5033	67.4477	-0.250818	3.21191	0.214586
25.0254	53.3129	65.5916	-0.344036	3.20493	0.194732
6.92663	-6.00669	11.2301	-0.50492	1.75719	0.125033
24.426	57.1235	67.6109	-0.461333	3.15374	0.266505
22.9526	56.5875	66.0832	0.535359	-3.03471	-0.198627
21.6211	56.7791	64.7947	0.541053	-3.00311	-0.246216
20.1806	60.0164	67.3659	-0.617667	3.15057	0.216197
19.2165	59.6093	64.6734	-0.658835	3.15052	0.309348
17.8757	60.8551	64.7546	0.647917	-2.95341	-0.289345
8.45001	-4.22591	11.0733	-0.702888	1.7399	0.266203
15.0216	59.1364	60.3763	-0.749133	3.1217	0.354833
6.18819	81.0385	68.852	-0.10407	0.322104	-2.66522
-8.59966	3.80525	-11.1071	-2.16241	-0.929266	-1.69213
12.6199	66.5526	64.6656	0.679592	-2.92879	-0.356509
11.3778	64.6768	62.0345	-0.795319	3.12383	0.372031
10.3411	66.8007	63.0499	0.754823	-2.90523	-0.344387
9.2768	65.1426	60.7885	-0.722217	3.192	0.391728
8.97937	69.0304	63.3075	0.72899	-2.87841	-0.312709
7.67051	69.9715	63.1737	0.687349	-2.89075	-0.389253
7.44712	70.3069	63.7872	0.666623	-2.89458	-0.37796
-11.0151	4.4157	8.56141	-2.08035	-0.00755181	-0.0567884
5.866	71.6706	62.6022	0.6483	-2.88339	-0.413313
5.66323	73.1419	63.7129	0.644297	-2.88889	-0.429085
5.79369	70.9977	61.4314	0.648483	-2.90722	-0.439813
3.12013	77.9614	61.9269	0.331144	-2.61019	-0.949003
6.24923	76.9159	65.7029	-0.760004	3.16293	0.386587
7.85682	65.4674	58.4137	-1.8568	1.61419	0.822859
7.30684	65.0727	58.0631	-1.87073	1.5907	0.819192
7.48976	80.3531	67.5465	0.626506	-2.94969	-0.459513
8.11051	78.4757	65.1375	0.619377	-2.91869	-0.459186
8.16846	81.0997	67.2845	0.644604	-2.9175	-0.440572
8.50278	80.9418	67.5307	0.603845	-2.94395	-0.423988
9.79593	88.0047	72.2589	-0.697356	3.19711	0.407004
9.00898	-2.95065	11.0583	-0.824614	1.75992	0.286569
-8.04728	-8.84945	-7.48495	-1.17911	-1.77339	-0.535315
-9.1434	2.9411	-10.9399	-2.19693	-1.01801	-1.60383
16.4313	93.3603	73.7722	-0.71052	3.13465	0.455635
9.77083	-2.35109	10.6526	-0.885529	1.80156	0.322341
19.9079	95.0662	74.7855	0.641458	-2.97384	-0.397665
21.4437	118.916	98.9422	-1.54775	1.78495	-0.0787986
8.49718	8.62546	7.21413	-1.8556	1.48832	1.12718
26.2951	99.0072	76.2101	0.24487	-0.219666	1.96036
27.6757	100.102	76.2431	-0.621786	3.05026	0.458169
27.8172	100.817	76.8468	-0.612075	3.06469	0.447946
23.7401	78.479	59.6092	0.426969	-1.09027	2.314
29.6692	103.908	79.1972	-0.573885	3.05153	0.4434
21.5196	113.894	80.8624	0.360653	-0.380002	2.57306
-4.92497	4.79939	-11.9857	0.985002	-0.947047	-0.855226
30.6683	135.388	116.892	-0.171261	-1.77225	1.76417
30.2384	89.0201	72.616	0.196381	-1.253	2.036
-10.3166	2.21113	-10.1764	-2.24914	-1.07609	-1.44435
29.3058	112.559	83.9167	0.089812	-0.822579	3.0005
33.1654	102.946	78.3958	0.260607	-0.217824	1.92629
21.1638	89.8784	63.1662	0.858672	-0.645295	0.690146
34.4612	105.591	80.401	-0.588012	3.07531	0.442831
16.5919	122.435	86.6433	-2.99929	1.26642	4.25339
-3.07905	11.821	6.78301	1.29708	0.296962	-2.02763
-9.97452	3.04877	-10.3397	-2.30955	-1.00307	-1.49724
10.0503	-2.76888	-9.6175	-0.23577	2.90729	1.67267
33.1947	97.1949	73.2398	0.231522	-0.248712	1.93831
32.947	99.923	75.2638	-0.541758	3.09859	0.407099
31.9433	96.2145	72.3895	0.238486	-0.222786	1.91096
31.1381	98.3685	73.1609	-0.546989	3.08058	0.426904
30.3954	95.5625	71.1071	-0.568536	3.06582	0.432856
30.2313	94.9434	70.61	-0.571319	3.06018	0.440667
9.70019	-2.33723	-10.0799	1.00724	-0.632501	1.61154
-7.33002	-4.62332	11.7066	0.210733	1.27804	-0.736797
28.3576	99.2474	73.0453	0.477813	-3.01675	-0.462114
20.3736	74.8563	54.461	0.671082	-0.654089	1.05987
4.48561	11.4084	6.71314	2.38029	-1.02273	-2.03612
-3.67251	11.6225	6.70708	1.28182	0.320944	-1.97894
10.625	-1.68632	10.078	-0.950144	1.86845	0.340331
25.9977	99.5105	72.6529	-0.518833	3.13237	0.494946
25.9011	99.1663	72.4182	-0.516259	3.13486	0.494488
25.0255	83.2513	62.9213	0.232272	-0.267762	1.87012
10.4302	88.0256	71.3387	-2.03085	0.788885	0.177868
25.1618	78.812	59.5021	0.509651	-3.04927	-0.54513
26.0545	93.5001	69.4853	0.325493	-0.208799	1.87011
26.4684	93.1514	70.2507	0.303102	-0.233	1.88374
26.5755	93.4953	70.3491	0.488434	-2.99401	-0.497235
26.833	88.9336	68.4863	0.47925	-3.0109	-0.485172
27.0725	85.1042	67.1923	0.505618	-3.0078	-0.471411
27.0496	84.3057	66.6233	0.313956	-0.192163	1.86419
27.6413	80.049	65.5127	0.534822	-3.03721	-0.404795
27.6821	80.5756	66.1155	0.241883	-0.161893	1.90958
6.86699	4.33248	-11.8523	-2.45888	0.564932	-2.88764
2.23421	-11.8739	-7.00457	0.209667	-1.17171	0.660995
2.05394	-11.8769	-7.14532	0.214338	-1.17801	0.646603
28.1041	61.1515	60.0662	-0.480191	3.16687	0.300187
28.1336	57.9325	58.4704	0.479213	-3.03439	-0.308793
28.3356	58.1014	59.4751	0.535373	-3.04217	-0.267825
27.3727	55.5755	56.8388	0.524704	-3.03556	-0.337428
28.102	55.4962	57.9324	0.515484	-2.99764	-0.334968
28.0571	54.5916	58.0597	0.534081	-3.02443	-0.314645
28.6135	55.0694	59.792	-0.550596	3.18183	0.283963
29.2541	50.4973	58.593	-0.580362	3.15806	0.254591
29.4567	46.9597	56.9467	-0.569051	3.14295	0.267266
29.9243	46.7746	57.6007	0.123343	-0.125792	1.95053
31.0781	43.9441	57.8922	-0.610703	3.13308	0.151751
31.1927	37.6813	55.3661	-0.509387	3.13529	0.204308
32.2796	34.6389	53.9531	-0.592922	3.09455	0.160476
33.6128	34.1806	56.2748	-0.598171	3.06054	0.106616
34.2655	31.9265	54.6467	-0.598085	3.05968	0.158188
34.8013	30.9334	55.9608	-0.572603	3.10302	0.131091
35.8588	29.8029	56.2013	-0.559639	3.08013	0.158819
36.775	30.1647	58.3438	-0.592333	3.07341	0.0110804
36.9395	29.3753	57.9196	0.613423	-3.12836	-0.142408
37.5476	29.8836	59.3804	-0.603486	3.01455	0.133158
38.2131	30.0987	61.5464	0.614684	-3.10699	-0.00558032
38.5668	30.2451	61.2833	-0.611392	3.07215	0.0162069
37.5367	31.4525	62.4559	-0.612817	3.02868	0.106852
36.6707	30.9551	61.4521	-0.578924	3.10536	0.109645
37.4846	34.1189	66.0598	0.542693	-3.05389	-0.121917
36.9028	34.1496	66.6807	-0.639141	3.06445	0.00813557
34.9722	33.1018	62.9238	-0.573887	3.10986	0.20547
35.488	35.004	66.0614	-0.592909	3.13018	0.149441
33.5679	35.062	67.1606	0.559478	-3.09434	-0.206437
33.5596	36.4231	68.8404	-0.57101	3.1341	0.177753
33.4299	36.3721	70.0746	-0.559779	3.11325	0.118387
32.7717	38.9699	73.1407	0.586465	-3.08606	-0.122711
31.0985	38.301	69.103	-0.588675	3.21704	0.244974
6.93867	-6.66613	10.7011	-0.447832	1.75752	0.190092
31.1931	40.4847	73.0913	-0.57968	3.21444	0.19405
30.487	39.9328	73.9215	-0.5661	3.12399	0.131514
29.1685	39.3461	73.5051	-0.546599	3.14849	0.0353057
6.80638	-6.6293	10.8195	-0.452298	1.74098	0.187019
28.7376	41.0001	75.8027	-0.527375	3.15011	0.101898
27.5449	41.3955	75.4849	0.525501	-3.05152	-0.149296
26.5812	43.299	79.8064	0.498607	-3.00163	-0.0797357
18.8378	63.0251	81.8301	-0.224092	-0.0258674	-2.80822
-9.72219	-5.02582	-8.84093	-1.15095	-1.51961	-0.775753
23.7172	43.9003	82.0991	-0.523829	3.14185	0.099831
5.81913	-7.00525	11.0349	-0.422382	1.69011	0.164524
