-0.32426	-0.357324	0.944472	0.257687	0.321592	0.848928	29	42	19	26	43	25	29	11	1968.15
-0.308509	-0.34264	0.900606	0.134563	0.317063	0.860141	29	42	17	26.3333	43	25	31.3333	10.3333	1968.2
-0.308509	-0.34264	0.900606	0.134563	0.317063	0.860141	29	42	17	26.3333	43	25	31.3333	10.3333	1968.2
-0.292788	-0.356462	0.896112	0.0320623	0.322122	0.826719	30.334	39.699	17.9923	25.5205	45.0127	22.7317	33.2142	9.20507	1968.37
-0.292788	-0.356462	0.896112	0.0320623	0.322122	0.826719	30.334	39.699	17.9923	25.5205	45.0127	22.7317	33.2142	9.20507	1968.37
-0.300741	-0.376068	0.962426	0.00890751	0.24011	0.777617	31.7171	39.9489	20.6346	25.3561	47.3442	22.9674	32.1474	11.6607	1968.38
-0.300741	-0.376068	0.962426	0.00890751	0.24011	0.777617	31.7171	39.9489	20.6346	25.3561	47.3442	22.9674	32.1474	11.6607	1968.38
-0.300741	-0.376068	0.962426	0.00890751	0.24011	0.777617	31.7171	39.9489	20.6346	25.3561	47.3442	22.9674	32.1474	11.6607	1968.38
-0.300741	-0.376068	0.962426	0.00890751	0.24011	0.777617	31.7171	39.9489	20.6346	25.3561	47.3442	22.9674	32.1474	11.6607	1968.39
-0.316187	-0.385112	0.988549	0.0817084	0.227912	0.788159	31.9244	39.9863	19.695	25.4753	45.2849	23.2889	32.0179	11.3731	1968.39
-0.316187	-0.385112	0.988549	0.0817084	0.227912	0.788159	31.9244	39.9863	19.695	25.4753	45.2849	23.2889	32.0179	11.3731	1968.39
-0.284477	-0.353523	0.898016	-0.0594264	0.313752	0.774908	31.9244	39.9863	18.184	26.2402	45.9131	22.1566	34.3448	10.7525	1968.4
-0.267796	-0.369243	0.966612	-0.246248	0.176312	0.791165	35	39	21.8923	25.9998	50.4558	25.2402	37.9998	13.9828	1968.79
-0.267796	-0.369243	0.966612	-0.246248	0.176312	0.791165	35	39	21.8923	25.9998	50.4558	25.2402	37.9998	13.9828	1968.8
-0.271558	-0.381034	0.994719	-0.123573	0.211535	0.825882	35	39	23.6394	26	50.641	25.322	38	13.1193	1968.8
