-0.27692,-0.38935,0.99568
-0.27692,-0.38935,0.99568
-0.26665,-0.37876,0.97958
-0.26665,-0.37876,0.97958
-0.28627,-0.39783,1.0598
-0.28627,-0.39783,1.0598
-0.29163,-0.40219,1.0503
-0.29163,-0.40219,1.0503
-0.27352,-0.37766,0.99336
-0.27352,-0.37766,0.99336
-0.29455,-0.40544,1.0514
-0.29455,-0.40544,1.0514
-0.29806,-0.39472,1.0418
-0.29806,-0.39472,1.0418
-0.30423,-0.3997,1.0644
-0.30423,-0.3997,1.0644
-0.2797,-0.37041,1.0037
-0.2797,-0.37041,1.0037
-0.25836,-0.35702,0.95062
-0.25702,-0.34486,0.92544
-0.25702,-0.34486,0.92544
-0.26041,-0.34074,0.94365
-0.2543,-0.33549,0.94063
-0.2543,-0.33549,0.94063
-0.25946,-0.34553,0.942
-0.2439,-0.31823,0.88911
-0.25866,-0.33775,0.94898
-0.2562,-0.33415,0.95925
-0.29585,-0.36228,1.0618
-0.30431,-0.37358,1.0884
-0.27208,-0.33102,0.98207
-0.27119,-0.33895,1.0315
-0.24656,-0.31849,0.95697
-0.26364,-0.32004,0.97358
-0.23634,-0.2996,0.90952
-0.25371,-0.31303,0.96339
-0.27626,-0.3264,1.0486
-0.27626,-0.3264,1.0486
-0.26699,-0.32438,1.0469
-0.26699,-0.32438,1.0469
-0.25555,-0.30186,0.97532
-0.26371,-0.30708,1.0011
-0.26371,-0.30708,1.0011
-0.27016,-0.31414,1.0425
-0.26423,-0.30151,0.99545
-0.26423,-0.30151,0.99545
-0.27741,-0.29895,1.0181
-0.2793,-0.31796,1.077
-0.27127,-0.29749,1.0224
-0.27127,-0.29749,1.0224
-0.26622,-0.29238,1.0154
-0.25679,-0.28541,0.99379
-0.28511,-0.30188,1.1024
-0.28334,-0.30243,1.0977
-0.26892,-0.28309,1.0349
-0.27231,-0.27368,1.0331
-0.28319,-0.28572,1.0865
-0.27135,-0.27436,1.0419
-0.26633,-0.26102,1.0225
-0.26886,-0.26758,1.0555
-0.28034,-0.269,1.0918
-0.25525,-0.23349,1.0188
-0.27703,-0.25041,1.1134
-0.24475,-0.21596,0.95424
-0.24475,-0.21596,0.95424
-0.2337,-0.20848,0.94063
-0.22647,-0.19509,0.90741
-0.22692,-0.19199,0.8994
-0.25567,-0.19662,0.96113
-0.26154,-0.20986,1.004
-0.24546,-0.18766,0.96119
-0.26774,-0.19457,1.0038
-0.26164,-0.1893,0.98516
-0.26164,-0.1893,0.98516
-0.26568,-0.19055,0.99756
-0.26568,-0.19055,0.99756
-0.31146,-0.14753,1.0828
-0.31365,-0.14751,1.0574
-0.32119,-0.14934,1.0893
-0.30466,-0.13885,1.0403
-0.30466,-0.13885,1.0403
-0.31784,-0.14934,1.0948
-0.29473,-0.13351,1.0216
-0.31065,-0.13793,1.0714
-0.32486,-0.14159,1.091
-0.3286,-0.13819,1.1146
-0.3286,-0.13819,1.1146
-0.32431,-0.13482,1.0745
-0.3276,-0.12998,1.0784
-0.3276,-0.12998,1.0784
-0.31462,-0.13038,1.0812
-0.31899,-0.12539,1.1184
-0.29886,-0.12287,1.0299
-0.29886,-0.12287,1.0299
-0.32735,-0.12855,1.0983
-0.3343,-0.12893,1.1408
-0.31423,-0.12048,1.0546
-0.2928,-0.11973,0.99341
-0.29561,-0.11696,1.01
-0.29561,-0.11696,1.01
-0.30689,-0.12251,1.0537
-0.29842,-0.11333,1.0167
-0.29842,-0.11333,1.0167
-0.31196,-0.12029,1.0505
-0.30156,-0.12009,1.0803
-0.3075,-0.12204,1.0958
-0.3075,-0.12204,1.0958
-0.31748,-0.1234,1.1426
-0.29274,-0.11595,1.0614
-0.29551,-0.1089,1.063
-0.28337,-0.10964,1.0299
-0.30824,-0.11447,1.0943
-0.30824,-0.11447,1.0943
-0.28447,-0.11241,1.0407
-0.30365,-0.11789,1.1062
-0.30365,-0.11789,1.1062
-0.27672,-0.099286,1.0685
-0.27672,-0.099286,1.0685
-0.25638,-0.098772,1.0136
-0.27056,-0.11039,1.0521
-0.2798,-0.10954,1.1096
-0.27496,-0.095448,1.0633
-0.28034,-0.10967,1.0907
-0.26383,-0.10614,1.0669
-0.27369,-0.11052,1.0776
-0.26494,-0.1064,1.0818
-0.26494,-0.1064,1.0818
-0.24116,-0.097747,0.97869
-0.24529,-0.092744,1.0189
-0.25423,-0.10516,1.0507
-0.24039,-0.10233,1.0104
-0.24039,-0.10233,1.0104
-0.23492,-0.095208,1.0021
-0.23492,-0.095208,1.0021
-0.23356,-0.09142,1.0166
-0.23356,-0.09142,1.0166
-0.23051,-0.086956,1.008
-0.24079,-0.09494,1.0735
-0.23363,-0.094598,1.028
-0.22925,-0.085672,1.0078
-0.22351,-0.086626,0.99294
-0.22362,-0.095538,1.0762
-0.20781,-0.085556,1.0159
-0.20781,-0.085556,1.0159
-0.21008,-0.094088,1.0174
-0.21008,-0.094088,1.0174
-0.22746,-0.087915,1.0828
-0.22746,-0.087915,1.0828
-0.24183,-0.088992,1.136
-0.24183,-0.088992,1.136
-0.21498,-0.077908,1.0608
-0.21498,-0.077908,1.0608
-0.23113,-0.091079,1.09
-0.20827,-0.075387,1.0456
-0.22872,-0.080991,1.0989
-0.20728,-0.072165,1.033
-0.20527,-0.074044,1.0115
-0.20362,-0.071367,1.0491
-0.20191,-0.078042,1.0736
-0.18447,-0.075482,0.97262
-0.18447,-0.075482,0.97262
-0.20702,-0.070208,1.0447
-0.1928,-0.069305,1.02
-0.17532,-0.068945,0.97532
-0.19914,-0.060342,1.0088
-0.19151,-0.075199,1.0055
-0.20647,-0.066426,1.0533
-0.18576,-0.078113,1.0238
-0.18576,-0.078113,1.0238
-0.17669,-0.069695,1.016
-0.17669,-0.069695,1.016
-0.18267,-0.060835,1.038
-0.18267,-0.060835,1.038
-0.17648,-0.054658,0.95497
-0.17648,-0.054658,0.95497
-0.16863,-0.051935,0.92299
-0.16863,-0.051935,0.92299
-0.17797,-0.047841,0.95067
-0.17797,-0.047841,0.95067
-0.177,-0.058708,0.92732
-0.177,-0.058708,0.92732
-0.17842,-0.057473,0.95015
-0.17842,-0.057473,0.95015
-0.18646,-0.062268,1.0442
-0.18646,-0.062268,1.0442
-0.18042,-0.065426,1.02
-0.18042,-0.065426,1.02
-0.18093,-0.069514,1.021
-0.18093,-0.069514,1.021
-0.18956,-0.069374,1.0869
-0.18956,-0.069374,1.0869
-0.1905,-0.065421,1.0459
-0.1905,-0.065421,1.0459
-0.1743,-0.066682,0.98127
-0.1743,-0.066682,0.98127
-0.19291,-0.068375,1.0517
-0.19291,-0.068375,1.0517
-0.19652,-0.067455,1.0578
-0.19652,-0.067455,1.0578
-0.18991,-0.073567,1.0653
-0.18991,-0.073567,1.0653
-0.18758,-0.071755,1.0524
-0.18758,-0.071755,1.0524
-0.17683,-0.072905,1.0546
-0.17683,-0.072905,1.0546
-0.19631,-0.0759,1.0824
-0.19631,-0.0759,1.0824
-0.1829,-0.082703,1.0148
-0.1829,-0.082703,1.0148
-0.18099,-0.081403,1.0613
-0.18099,-0.081403,1.0613
-0.19272,-0.088414,1.1034
-0.19272,-0.088414,1.1034
-0.1973,-0.078167,1.1209
-0.18583,-0.088263,1.0652
-0.20562,-0.08092,1.1435
-0.19098,-0.081023,1.0949
-0.18614,-0.085344,1.098
-0.18614,-0.085344,1.098
-0.18632,-0.086214,1.0858
-0.1748,-0.072041,1.0353
-0.1893,-0.077053,1.0565
-0.1978,-0.078452,1.1245
-0.19352,-0.082238,1.1206
-0.196,-0.082225,1.0878
-0.20521,-0.083508,1.1324
-0.20521,-0.083508,1.1324
-0.1983,-0.085238,1.1097
-0.20798,-0.075628,1.0894
-0.20798,-0.075628,1.0894
-0.20832,-0.07503,1.0757
-0.19195,-0.066081,1.0016
-0.19195,-0.066081,1.0016
-0.22453,-0.077293,1.1376
-0.22453,-0.077293,1.1376
-0.19996,-0.065362,1.0252
-0.19399,-0.056947,1.0122
-0.21361,-0.071751,1.1131
-0.19714,-0.064673,1.0426
-0.19705,-0.062414,1.005
-0.22039,-0.064973,1.0647
-0.21468,-0.052152,1.0242
-0.21468,-0.052152,1.0242
-0.21629,-0.049853,1.0259
-0.20748,-0.063483,1.0593
-0.21087,-0.056625,1.0539
-0.2227,-0.058387,1.0877
-0.20787,-0.047462,1.0207
-0.21771,-0.047267,1.0561
-0.21771,-0.047267,1.0561
-0.22168,-0.046198,1.0564
-0.21982,-0.060046,1.0676
-0.21102,-0.049267,1.0495
-0.19991,-0.052731,0.98524
-0.22695,-0.060304,1.1138
-0.22078,-0.052968,1.0758
-0.22078,-0.052968,1.0758
-0.21857,-0.055082,1.0508
-0.2295,-0.058612,1.0886
