0.416543	-0.797925	1.28842	1.30686	1.81498	-1.05857	202.097
0.223391	-0.466972	0.767901	0.839264	-2.34191	1.60285	202.157
0.246286	-0.51202	0.883371	0.437053	-2.75158	1.67655	202.177
0.00469417	0.00345103	0.00212114	1.43635	1.45017	-1.17589	202.197
0.609256	-0.648361	1.17971	2.1642	-2.30941	0.73691	202.976
0.619785	-0.654308	1.1961	-1.99149	2.13546	-0.645729	202.996
0.637603	-0.650369	1.20758	-1.99298	2.12936	-0.672764	203.016
0.623114	-0.621258	1.17788	-1.54388	1.49307	2.46548	203.036
0.626518	-0.611438	1.16668	-2.00398	2.11491	-0.630065	203.056
0.653973	-0.628391	1.21518	-1.61764	1.49412	2.49144	203.076
0.645546	-0.608234	1.19179	-1.62401	1.46345	2.55363	203.096
0.655215	-0.607594	1.19853	-1.59209	1.50366	2.49827	203.115
0.631067	-0.571534	1.13614	-1.98896	2.13256	-0.656825	203.135
0.685278	-0.596825	1.2249	-1.65199	1.52393	2.51393	203.175
0.690407	-0.59091	1.21531	-1.99409	2.10619	-0.580788	203.195
0.747582	-0.623731	1.2974	-1.90965	2.09238	-0.530312	203.215
0.00128174	0.00870613	0.000793232	-1.12272	1.0717	1.53114	205.132
0.577307	-0.328751	1.07159	-1.94544	2.10086	-0.37301	205.152
0.564538	-0.325592	1.05909	-1.93858	2.1191	-0.417979	205.172
0.531543	-0.309631	1.01285	-2.01994	2.15631	-0.445344	205.232
0.506653	-0.307869	1.026	-2.05594	2.15493	-0.367224	205.312
0.510705	-0.314373	1.0483	-1.9915	2.1567	-0.295683	205.332
0.493631	-0.300391	1.00826	-1.98351	2.15412	-0.408236	205.352
0.491586	-0.302257	1.01298	-1.99136	2.15589	-0.40665	205.369
0.487097	-0.301768	1.01925	-2.03643	2.15068	-0.410289	205.432
0.491307	-0.3058	1.03556	-1.99976	2.10969	-0.40058	205.492
0.00120398	0.00926939	0.000471519	-1.11267	1.10324	1.46595	205.552
0.483121	-0.296314	1.01122	-1.94326	2.07995	-0.498806	205.611
0.451289	-0.287888	0.98021	2.11119	-2.55871	0.902634	205.671
